trial,time.delay,day,site,species,attacks
model,one,3,12,model_battus,0
model,one,3,13,model_battus,0
model,one,3,14,model_battus,0
model,one,3,15,model_battus,0
model,one,3,16,model_battus,0
model,one,3,17,model_battus,0
model,one,3,18,model_battus,0
model,one,3,19,model_battus,0
model,one,3,20,model_battus,0
model,one,3,1,model_junonia,0
model,one,3,2,model_junonia,0
model,one,3,3,model_junonia,0
model,one,3,4,model_junonia,0
model,one,3,5,model_junonia,0
model,one,3,6,model_junonia,0
model,one,3,7,model_junonia,1
model,one,3,8,model_junonia,0
model,one,3,9,model_junonia,0
model,one,3,10,model_junonia,0
model,one,3,11,model_junonia,0
model,one,3,12,model_junonia,0
model,one,3,13,model_junonia,0
model,one,3,14,model_junonia,0
model,one,3,15,model_junonia,0
model,one,3,16,model_junonia,0
model,one,3,17,model_junonia,1
model,one,3,18,model_junonia,1
model,one,3,19,model_junonia,0
model,one,3,20,model_junonia,0
model,one,4,1,model_battus,0
model,one,4,2,model_battus,0
model,one,4,3,model_battus,0
model,one,4,4,model_battus,0
model,one,4,5,model_battus,0
model,one,4,6,model_battus,0
model,one,4,7,model_battus,0
model,one,4,8,model_battus,0
model,one,4,9,model_battus,0
model,one,4,10,model_battus,0
model,one,4,11,model_battus,0
model,one,4,12,model_battus,0
model,one,4,13,model_battus,0
model,one,4,14,model_battus,0
model,one,4,15,model_battus,0
model,one,4,16,model_battus,0
model,one,4,17,model_battus,0
model,one,4,18,model_battus,0
model,one,4,19,model_battus,0
model,one,4,20,model_battus,0
model,one,4,1,model_junonia,0
model,one,4,2,model_junonia,0
model,one,4,3,model_junonia,0
model,one,4,4,model_junonia,1
model,one,4,5,model_junonia,0
model,one,4,6,model_junonia,1
model,one,4,7,model_junonia,0
model,one,4,8,model_junonia,0
model,one,4,9,model_junonia,0
model,one,4,10,model_junonia,0
model,one,4,11,model_junonia,0
model,one,4,12,model_junonia,0
model,one,4,13,model_junonia,0
model,one,4,14,model_junonia,0
model,one,4,15,model_junonia,0
model,one,4,16,model_junonia,0
model,one,4,17,model_junonia,0
model,one,4,18,model_junonia,0
model,one,4,19,model_junonia,0
model,one,4,20,model_junonia,0
mimic,four,1,1,mimic_limenitis,1
mimic,four,1,2,mimic_limenitis,0
mimic,four,1,3,mimic_limenitis,0
mimic,four,1,4,mimic_limenitis,0
mimic,four,1,5,mimic_limenitis,1
mimic,four,1,6,mimic_limenitis,1
mimic,four,1,7,mimic_limenitis,0
mimic,four,1,8,mimic_limenitis,0
mimic,four,1,9,mimic_limenitis,0
mimic,four,1,10,mimic_limenitis,1
mimic,four,1,11,mimic_limenitis,0
mimic,four,1,12,mimic_limenitis,0
mimic,four,1,13,mimic_limenitis,0
mimic,four,1,14,mimic_limenitis,0
mimic,four,1,15,mimic_limenitis,0
mimic,four,1,16,mimic_limenitis,0
mimic,four,1,17,mimic_limenitis,0
mimic,four,1,18,mimic_limenitis,0
mimic,four,1,19,mimic_limenitis,0
mimic,four,1,20,mimic_limenitis,0
mimic,four,1,1,mimic_junonia,1
mimic,four,1,2,mimic_junonia,0
mimic,four,1,3,mimic_junonia,0
mimic,four,1,4,mimic_junonia,0
mimic,four,1,5,mimic_junonia,1
mimic,four,1,6,mimic_junonia,0
mimic,four,1,7,mimic_junonia,0
mimic,four,1,8,mimic_junonia,0
mimic,four,1,9,mimic_junonia,0
mimic,four,1,10,mimic_junonia,0
mimic,four,1,11,mimic_junonia,0
mimic,four,1,12,mimic_junonia,0
mimic,four,1,13,mimic_junonia,0
mimic,four,1,14,mimic_junonia,0
mimic,four,1,15,mimic_junonia,0
mimic,four,1,16,mimic_junonia,1
mimic,four,1,17,mimic_junonia,0
mimic,four,1,18,mimic_junonia,0
mimic,four,1,19,mimic_junonia,0
mimic,four,1,20,mimic_junonia,0
mimic,four,2,1,mimic_limenitis,0
mimic,four,2,2,mimic_limenitis,0
mimic,four,2,3,mimic_limenitis,0
mimic,four,2,4,mimic_limenitis,0
mimic,four,2,5,mimic_limenitis,0
mimic,four,2,6,mimic_limenitis,0
mimic,four,2,7,mimic_limenitis,0
mimic,four,2,8,mimic_limenitis,0
mimic,four,2,9,mimic_limenitis,0
mimic,four,2,10,mimic_limenitis,0
mimic,four,2,11,mimic_limenitis,0
mimic,four,2,12,mimic_limenitis,0
mimic,four,2,13,mimic_limenitis,0
mimic,four,2,14,mimic_limenitis,0
mimic,four,2,15,mimic_limenitis,0
mimic,four,2,16,mimic_limenitis,2
mimic,four,2,17,mimic_limenitis,0
mimic,four,2,18,mimic_limenitis,0
mimic,four,2,19,mimic_limenitis,1
mimic,four,2,20,mimic_limenitis,1
mimic,four,2,1,mimic_junonia,0
mimic,four,2,2,mimic_junonia,0
mimic,four,2,3,mimic_junonia,0
mimic,four,2,4,mimic_junonia,0
mimic,four,2,5,mimic_junonia,0
mimic,four,2,6,mimic_junonia,1
mimic,four,2,7,mimic_junonia,1
mimic,four,2,8,mimic_junonia,0
mimic,four,2,9,mimic_junonia,0
mimic,four,2,10,mimic_junonia,0
mimic,four,2,11,mimic_junonia,0
mimic,four,2,12,mimic_junonia,0
mimic,four,2,13,mimic_junonia,0
mimic,four,2,14,mimic_junonia,0
mimic,four,2,15,mimic_junonia,0
mimic,four,2,16,mimic_junonia,0
mimic,four,2,17,mimic_junonia,0
mimic,four,2,18,mimic_junonia,0
mimic,four,2,19,mimic_junonia,0
mimic,four,2,20,mimic_junonia,0
mimic,four,3,1,mimic_limenitis,0
mimic,four,3,2,mimic_limenitis,0
mimic,four,3,3,mimic_limenitis,0
mimic,four,3,4,mimic_limenitis,0
mimic,four,3,5,mimic_limenitis,1
mimic,four,3,6,mimic_limenitis,0
mimic,four,3,7,mimic_limenitis,0
mimic,four,3,8,mimic_limenitis,0
mimic,four,3,9,mimic_limenitis,0
mimic,four,3,10,mimic_limenitis,0
mimic,four,3,11,mimic_limenitis,1
mimic,four,3,12,mimic_limenitis,0
mimic,four,3,13,mimic_limenitis,0
mimic,four,3,14,mimic_limenitis,0
mimic,four,3,15,mimic_limenitis,1
mimic,four,3,16,mimic_limenitis,0
mimic,four,3,17,mimic_limenitis,0
mimic,four,3,18,mimic_limenitis,0
mimic,four,3,19,mimic_limenitis,0
mimic,four,3,20,mimic_limenitis,0
mimic,four,3,1,mimic_junonia,0
mimic,four,3,2,mimic_junonia,0
mimic,four,3,3,mimic_junonia,0
mimic,four,3,4,mimic_junonia,0
mimic,four,3,5,mimic_junonia,0
mimic,four,3,6,mimic_junonia,1
mimic,four,3,7,mimic_junonia,0
mimic,four,3,8,mimic_junonia,0
mimic,four,3,9,mimic_junonia,0
mimic,four,3,10,mimic_junonia,0
mimic,four,3,11,mimic_junonia,0
mimic,four,3,12,mimic_junonia,0
mimic,four,3,13,mimic_junonia,0
mimic,four,3,14,mimic_junonia,0
mimic,four,3,15,mimic_junonia,0
mimic,four,3,16,mimic_junonia,0
mimic,four,3,17,mimic_junonia,0
mimic,four,3,18,mimic_junonia,0
mimic,four,3,19,mimic_junonia,0
mimic,four,3,20,mimic_junonia,0
mimic,four,4,1,mimic_limenitis,0
mimic,four,4,2,mimic_limenitis,0
mimic,four,4,3,mimic_limenitis,0
mimic,four,4,4,mimic_limenitis,0
mimic,four,4,5,mimic_limenitis,0
mimic,four,4,6,mimic_limenitis,0
mimic,four,4,7,mimic_limenitis,0
mimic,four,4,8,mimic_limenitis,0
mimic,four,4,9,mimic_limenitis,0
mimic,four,4,10,mimic_limenitis,0
mimic,four,4,11,mimic_limenitis,0
mimic,four,4,12,mimic_limenitis,0
mimic,four,4,13,mimic_limenitis,0
mimic,four,4,14,mimic_limenitis,0
mimic,four,4,15,mimic_limenitis,0
mimic,four,4,16,mimic_limenitis,0
mimic,four,4,17,mimic_limenitis,0
mimic,four,4,18,mimic_limenitis,0
mimic,four,4,19,mimic_limenitis,0
mimic,four,4,20,mimic_limenitis,0
mimic,four,4,1,mimic_junonia,0
mimic,four,4,2,mimic_junonia,0
mimic,four,4,3,mimic_junonia,0
mimic,four,4,4,mimic_junonia,0
mimic,four,4,5,mimic_junonia,0
mimic,four,4,6,mimic_junonia,0
mimic,four,4,7,mimic_junonia,0
mimic,four,4,8,mimic_junonia,0
mimic,four,4,9,mimic_junonia,0
mimic,four,4,10,mimic_junonia,0
mimic,four,4,11,mimic_junonia,0
mimic,four,4,12,mimic_junonia,0
mimic,four,4,13,mimic_junonia,0
mimic,four,4,14,mimic_junonia,1
mimic,four,4,15,mimic_junonia,0
mimic,four,4,16,mimic_junonia,0
mimic,four,4,17,mimic_junonia,0
mimic,four,4,18,mimic_junonia,0
mimic,four,4,19,mimic_junonia,0
mimic,four,4,20,mimic_junonia,0
mimic,two,1,1,mimic_limenitis,5
mimic,two,1,2,mimic_limenitis,0
mimic,two,1,3,mimic_limenitis,0
mimic,two,1,4,mimic_limenitis,0
mimic,two,1,5,mimic_limenitis,0
mimic,two,1,6,mimic_limenitis,0
mimic,two,1,7,mimic_limenitis,0
mimic,two,1,8,mimic_limenitis,0
mimic,two,1,9,mimic_limenitis,0
mimic,two,1,10,mimic_limenitis,0
mimic,two,1,11,mimic_limenitis,0
mimic,two,1,12,mimic_limenitis,0
mimic,two,1,13,mimic_limenitis,0
mimic,two,1,14,mimic_limenitis,0
mimic,two,1,15,mimic_limenitis,0
mimic,two,1,16,mimic_limenitis,0
mimic,two,1,17,mimic_limenitis,0
mimic,two,1,18,mimic_limenitis,0
mimic,two,1,19,mimic_limenitis,0
mimic,two,1,20,mimic_limenitis,0
mimic,two,1,1,mimic_junonia,3
mimic,two,1,2,mimic_junonia,0
mimic,two,1,3,mimic_junonia,0
mimic,two,1,4,mimic_junonia,0
mimic,two,1,5,mimic_junonia,0
mimic,two,1,6,mimic_junonia,0
mimic,two,1,7,mimic_junonia,0
mimic,two,1,8,mimic_junonia,0
mimic,two,1,9,mimic_junonia,0
mimic,two,1,10,mimic_junonia,0
mimic,two,1,11,mimic_junonia,0
mimic,two,1,12,mimic_junonia,0
mimic,two,1,13,mimic_junonia,0
mimic,two,1,14,mimic_junonia,0
mimic,two,1,15,mimic_junonia,0
mimic,two,1,16,mimic_junonia,0
mimic,two,1,17,mimic_junonia,0
mimic,two,1,18,mimic_junonia,1
mimic,two,1,19,mimic_junonia,0
mimic,two,1,20,mimic_junonia,0
mimic,two,2,1,mimic_limenitis,0
mimic,two,2,2,mimic_limenitis,0
mimic,two,2,3,mimic_limenitis,0
mimic,two,2,4,mimic_limenitis,0
mimic,two,2,5,mimic_limenitis,0
mimic,two,2,6,mimic_limenitis,0
mimic,two,2,7,mimic_limenitis,0
mimic,two,2,8,mimic_limenitis,0
mimic,two,2,9,mimic_limenitis,0
mimic,two,2,10,mimic_limenitis,0
mimic,two,2,11,mimic_limenitis,0
mimic,two,2,12,mimic_limenitis,0
mimic,two,2,13,mimic_limenitis,0
mimic,two,2,14,mimic_limenitis,0
mimic,two,2,15,mimic_limenitis,0
mimic,two,2,16,mimic_limenitis,0
mimic,two,2,17,mimic_limenitis,0
mimic,two,2,18,mimic_limenitis,0
mimic,two,2,19,mimic_limenitis,0
mimic,two,2,20,mimic_limenitis,0
mimic,two,2,1,mimic_junonia,0
mimic,two,2,2,mimic_junonia,0
mimic,two,2,3,mimic_junonia,0
mimic,two,2,4,mimic_junonia,0
mimic,two,2,5,mimic_junonia,0
mimic,two,2,6,mimic_junonia,0
mimic,two,2,7,mimic_junonia,0
mimic,two,2,8,mimic_junonia,0
mimic,two,2,9,mimic_junonia,0
mimic,two,2,10,mimic_junonia,0
mimic,two,2,11,mimic_junonia,0
mimic,two,2,12,mimic_junonia,0
mimic,two,2,13,mimic_junonia,0
mimic,two,2,14,mimic_junonia,0
mimic,two,2,15,mimic_junonia,0
mimic,two,2,16,mimic_junonia,0
mimic,two,2,17,mimic_junonia,0
mimic,two,2,18,mimic_junonia,0
mimic,two,2,19,mimic_junonia,0
mimic,two,2,20,mimic_junonia,0
mimic,two,3,1,mimic_limenitis,1
mimic,two,3,2,mimic_limenitis,0
mimic,two,3,3,mimic_limenitis,0
mimic,two,3,4,mimic_limenitis,0
mimic,two,3,5,mimic_limenitis,0
mimic,two,3,6,mimic_limenitis,0
mimic,two,3,7,mimic_limenitis,0
mimic,two,3,8,mimic_limenitis,0
mimic,two,3,9,mimic_limenitis,0
mimic,two,3,10,mimic_limenitis,0
mimic,two,3,11,mimic_limenitis,0
mimic,two,3,12,mimic_limenitis,0
mimic,two,3,13,mimic_limenitis,0
mimic,two,3,14,mimic_limenitis,0
mimic,two,3,15,mimic_limenitis,0
mimic,two,3,16,mimic_limenitis,0
mimic,two,3,17,mimic_limenitis,0
mimic,two,3,18,mimic_limenitis,1
mimic,two,3,19,mimic_limenitis,0
mimic,two,3,20,mimic_limenitis,0
mimic,two,3,1,mimic_junonia,0
mimic,two,3,2,mimic_junonia,0
mimic,two,3,3,mimic_junonia,0
mimic,two,3,4,mimic_junonia,0
mimic,two,3,5,mimic_junonia,0
mimic,two,3,6,mimic_junonia,0
mimic,two,3,7,mimic_junonia,0
mimic,two,3,8,mimic_junonia,0
mimic,two,3,9,mimic_junonia,0
mimic,two,3,10,mimic_junonia,0
mimic,two,3,11,mimic_junonia,0
mimic,two,3,12,mimic_junonia,0
mimic,two,3,13,mimic_junonia,0
mimic,two,3,14,mimic_junonia,0
mimic,two,3,15,mimic_junonia,0
mimic,two,3,16,mimic_junonia,0
mimic,two,3,17,mimic_junonia,0
mimic,two,3,18,mimic_junonia,0
mimic,two,3,19,mimic_junonia,0
mimic,two,3,20,mimic_junonia,0
mimic,two,4,1,mimic_limenitis,1
mimic,two,4,2,mimic_limenitis,0
mimic,two,4,3,mimic_limenitis,0
mimic,two,4,4,mimic_limenitis,0
mimic,two,4,5,mimic_limenitis,0
mimic,two,4,6,mimic_limenitis,0
mimic,two,4,7,mimic_limenitis,0
mimic,two,4,8,mimic_limenitis,0
mimic,two,4,9,mimic_limenitis,0
mimic,two,4,10,mimic_limenitis,0
mimic,two,4,11,mimic_limenitis,0
mimic,two,4,12,mimic_limenitis,0
mimic,two,4,13,mimic_limenitis,0
mimic,two,4,14,mimic_limenitis,0
mimic,two,4,15,mimic_limenitis,1
mimic,two,4,16,mimic_limenitis,0
mimic,two,4,17,mimic_limenitis,0
mimic,two,4,18,mimic_limenitis,0
mimic,two,4,19,mimic_limenitis,0
mimic,two,4,20,mimic_limenitis,1
mimic,two,4,1,mimic_junonia,0
mimic,two,4,2,mimic_junonia,0
mimic,two,4,3,mimic_junonia,0
mimic,two,4,4,mimic_junonia,0
mimic,two,4,5,mimic_junonia,0
mimic,two,4,6,mimic_junonia,0
mimic,two,4,7,mimic_junonia,0
mimic,two,4,8,mimic_junonia,1
mimic,two,4,9,mimic_junonia,0
mimic,two,4,10,mimic_junonia,0
mimic,two,4,11,mimic_junonia,0
mimic,two,4,12,mimic_junonia,0
mimic,two,4,13,mimic_junonia,0
mimic,two,4,14,mimic_junonia,0
mimic,two,4,15,mimic_junonia,1
mimic,two,4,16,mimic_junonia,0
mimic,two,4,17,mimic_junonia,0
mimic,two,4,18,mimic_junonia,0
