day,site,fac.no,species,attacks,time.delay,trial
1,1,1,model_battus,0,four,model
1,1,2,model_battus,0,four,model
1,1,3,model_battus,0,four,model
1,1,4,model_battus,0,four,model
1,1,5,model_battus,0,four,model
1,1,6,model_battus,0,four,model
1,1,7,model_battus,0,four,model
1,1,8,model_battus,0,four,model
1,1,9,model_battus,0,four,model
1,1,10,model_battus,0,four,model
1,1,11,model_battus,0,four,model
1,1,12,model_battus,0,four,model
1,1,13,model_battus,0,four,model
1,1,14,model_battus,0,four,model
1,1,15,model_battus,0,four,model
1,1,16,model_battus,0,four,model
1,1,17,model_battus,0,four,model
1,1,18,model_battus,0,four,model
1,1,19,model_battus,0,four,model
1,1,20,model_battus,0,four,model
1,1,21,model_battus,0,four,model
1,1,22,model_battus,0,four,model
1,1,23,model_battus,0,four,model
1,1,24,model_battus,0,four,model
1,1,25,model_battus,0,four,model
1,1,1,model_junonia,0,four,model
1,1,2,model_junonia,0,four,model
1,1,3,model_junonia,0,four,model
1,1,4,model_junonia,0,four,model
1,1,5,model_junonia,0,four,model
1,1,6,model_junonia,0,four,model
1,1,7,model_junonia,0,four,model
1,1,8,model_junonia,0,four,model
1,1,9,model_junonia,0,four,model
1,1,10,model_junonia,0,four,model
1,1,11,model_junonia,0,four,model
1,1,12,model_junonia,0,four,model
1,1,13,model_junonia,0,four,model
1,1,14,model_junonia,0,four,model
1,1,15,model_junonia,0,four,model
1,1,16,model_junonia,0,four,model
1,1,17,model_junonia,0,four,model
1,1,18,model_junonia,0,four,model
1,1,19,model_junonia,0,four,model
1,1,20,model_junonia,0,four,model
1,1,21,model_junonia,0,four,model
1,1,22,model_junonia,0,four,model
1,1,23,model_junonia,0,four,model
1,1,24,model_junonia,0,four,model
1,1,25,model_junonia,0,four,model
1,2,1,model_battus,0,four,model
1,2,2,model_battus,0,four,model
1,2,3,model_battus,0,four,model
1,2,4,model_battus,0,four,model
1,2,5,model_battus,0,four,model
1,2,6,model_battus,0,four,model
1,2,7,model_battus,0,four,model
1,2,8,model_battus,0,four,model
1,2,9,model_battus,0,four,model
1,2,10,model_battus,0,four,model
1,2,11,model_battus,0,four,model
1,2,12,model_battus,0,four,model
1,2,13,model_battus,0,four,model
1,2,14,model_battus,0,four,model
1,2,15,model_battus,0,four,model
1,2,16,model_battus,0,four,model
1,2,17,model_battus,0,four,model
1,2,18,model_battus,0,four,model
1,2,19,model_battus,0,four,model
1,2,20,model_battus,0,four,model
1,2,21,model_battus,0,four,model
1,2,22,model_battus,0,four,model
1,2,23,model_battus,0,four,model
1,2,24,model_battus,0,four,model
1,2,25,model_battus,0,four,model
1,2,1,model_junonia,0,four,model
1,2,2,model_junonia,0,four,model
1,2,3,model_junonia,0,four,model
1,2,4,model_junonia,0,four,model
1,2,5,model_junonia,0,four,model
1,2,6,model_junonia,0,four,model
1,2,7,model_junonia,0,four,model
1,2,8,model_junonia,0,four,model
1,2,9,model_junonia,0,four,model
1,2,10,model_junonia,0,four,model
1,2,11,model_junonia,0,four,model
1,2,12,model_junonia,0,four,model
1,2,13,model_junonia,0,four,model
1,2,14,model_junonia,0,four,model
1,2,15,model_junonia,0,four,model
1,2,16,model_junonia,0,four,model
1,2,17,model_junonia,0,four,model
1,2,18,model_junonia,0,four,model
1,2,19,model_junonia,0,four,model
1,2,20,model_junonia,0,four,model
1,2,21,model_junonia,0,four,model
1,2,22,model_junonia,0,four,model
1,2,23,model_junonia,0,four,model
1,2,24,model_junonia,0,four,model
1,2,25,model_junonia,0,four,model
1,3,1,model_battus,0,four,model
1,3,2,model_battus,0,four,model
1,3,3,model_battus,0,four,model
1,3,4,model_battus,0,four,model
1,3,5,model_battus,0,four,model
1,3,6,model_battus,0,four,model
1,3,7,model_battus,0,four,model
1,3,8,model_battus,0,four,model
1,3,9,model_battus,0,four,model
1,3,10,model_battus,0,four,model
1,3,11,model_battus,0,four,model
1,3,12,model_battus,0,four,model
1,3,13,model_battus,0,four,model
1,3,14,model_battus,0,four,model
1,3,15,model_battus,0,four,model
1,3,16,model_battus,0,four,model
1,3,17,model_battus,0,four,model
1,3,18,model_battus,0,four,model
1,3,19,model_battus,0,four,model
1,3,20,model_battus,0,four,model
1,3,21,model_battus,0,four,model
1,3,22,model_battus,0,four,model
1,3,23,model_battus,0,four,model
1,3,24,model_battus,0,four,model
1,3,25,model_battus,0,four,model
1,3,1,model_junonia,0,four,model
1,3,2,model_junonia,0,four,model
1,3,3,model_junonia,0,four,model
1,3,4,model_junonia,0,four,model
1,3,5,model_junonia,0,four,model
1,3,6,model_junonia,0,four,model
1,3,7,model_junonia,0,four,model
1,3,8,model_junonia,0,four,model
1,3,9,model_junonia,0,four,model
1,3,10,model_junonia,0,four,model
1,3,11,model_junonia,0,four,model
1,3,12,model_junonia,0,four,model
1,3,13,model_junonia,0,four,model
1,3,14,model_junonia,0,four,model
1,3,15,model_junonia,0,four,model
1,3,16,model_junonia,0,four,model
1,3,17,model_junonia,0,four,model
1,3,18,model_junonia,0,four,model
1,3,19,model_junonia,0,four,model
1,3,20,model_junonia,0,four,model
1,3,21,model_junonia,0,four,model
1,3,22,model_junonia,0,four,model
1,3,23,model_junonia,0,four,model
1,3,24,model_junonia,0,four,model
1,3,25,model_junonia,0,four,model
1,4,1,model_battus,0,four,model
1,4,2,model_battus,0,four,model
1,4,3,model_battus,0,four,model
1,4,4,model_battus,0,four,model
1,4,5,model_battus,0,four,model
1,4,6,model_battus,0,four,model
1,4,7,model_battus,0,four,model
1,4,8,model_battus,0,four,model
1,4,9,model_battus,0,four,model
1,4,10,model_battus,0,four,model
1,4,11,model_battus,0,four,model
1,4,12,model_battus,0,four,model
1,4,13,model_battus,0,four,model
1,4,14,model_battus,0,four,model
1,4,15,model_battus,0,four,model
1,4,16,model_battus,0,four,model
1,4,17,model_battus,0,four,model
1,4,18,model_battus,0,four,model
1,4,19,model_battus,0,four,model
1,4,20,model_battus,0,four,model
1,4,21,model_battus,0,four,model
1,4,22,model_battus,0,four,model
1,4,23,model_battus,0,four,model
1,4,24,model_battus,0,four,model
1,4,25,model_battus,0,four,model
1,4,1,model_junonia,0,four,model
1,4,2,model_junonia,0,four,model
1,4,3,model_junonia,0,four,model
1,4,4,model_junonia,0,four,model
1,4,5,model_junonia,0,four,model
1,4,6,model_junonia,0,four,model
1,4,7,model_junonia,0,four,model
1,4,8,model_junonia,0,four,model
1,4,9,model_junonia,0,four,model
1,4,10,model_junonia,0,four,model
1,4,11,model_junonia,0,four,model
1,4,12,model_junonia,0,four,model
1,4,13,model_junonia,0,four,model
1,4,14,model_junonia,0,four,model
1,4,15,model_junonia,0,four,model
1,4,16,model_junonia,0,four,model
1,4,17,model_junonia,0,four,model
1,4,18,model_junonia,0,four,model
1,4,19,model_junonia,0,four,model
1,4,20,model_junonia,0,four,model
1,4,21,model_junonia,0,four,model
1,4,22,model_junonia,0,four,model
1,4,23,model_junonia,0,four,model
1,4,24,model_junonia,0,four,model
1,4,25,model_junonia,0,four,model
1,5,1,model_battus,1,four,model
1,5,2,model_battus,0,four,model
1,5,3,model_battus,0,four,model
1,5,4,model_battus,0,four,model
1,5,5,model_battus,0,four,model
1,5,6,model_battus,0,four,model
1,5,7,model_battus,0,four,model
1,5,8,model_battus,0,four,model
1,5,9,model_battus,0,four,model
1,5,10,model_battus,0,four,model
1,5,11,model_battus,0,four,model
1,5,12,model_battus,0,four,model
1,5,13,model_battus,0,four,model
1,5,14,model_battus,0,four,model
1,5,15,model_battus,0,four,model
1,5,16,model_battus,0,four,model
1,5,17,model_battus,0,four,model
1,5,18,model_battus,0,four,model
1,5,19,model_battus,0,four,model
1,5,20,model_battus,0,four,model
1,5,21,model_battus,0,four,model
1,5,22,model_battus,0,four,model
1,5,23,model_battus,0,four,model
1,5,24,model_battus,0,four,model
1,5,25,model_battus,0,four,model
1,5,1,model_junonia,0,four,model
1,5,2,model_junonia,0,four,model
1,5,3,model_junonia,0,four,model
1,5,4,model_junonia,0,four,model
1,5,5,model_junonia,0,four,model
1,5,6,model_junonia,0,four,model
1,5,7,model_junonia,0,four,model
1,5,8,model_junonia,0,four,model
1,5,9,model_junonia,0,four,model
1,5,10,model_junonia,0,four,model
1,5,11,model_junonia,0,four,model
1,5,12,model_junonia,0,four,model
1,5,13,model_junonia,0,four,model
1,5,14,model_junonia,0,four,model
1,5,15,model_junonia,0,four,model
1,5,16,model_junonia,0,four,model
1,5,17,model_junonia,0,four,model
1,5,18,model_junonia,0,four,model
1,5,19,model_junonia,0,four,model
1,5,20,model_junonia,0,four,model
1,5,21,model_junonia,0,four,model
1,5,22,model_junonia,0,four,model
1,5,23,model_junonia,0,four,model
1,5,24,model_junonia,0,four,model
1,5,25,model_junonia,0,four,model
1,6,1,model_battus,0,four,model
1,6,2,model_battus,0,four,model
1,6,3,model_battus,0,four,model
1,6,4,model_battus,0,four,model
1,6,5,model_battus,0,four,model
1,6,6,model_battus,0,four,model
1,6,7,model_battus,0,four,model
1,6,8,model_battus,0,four,model
1,6,9,model_battus,0,four,model
1,6,10,model_battus,0,four,model
1,6,11,model_battus,0,four,model
1,6,12,model_battus,0,four,model
1,6,13,model_battus,0,four,model
1,6,14,model_battus,0,four,model
1,6,15,model_battus,0,four,model
1,6,16,model_battus,0,four,model
1,6,17,model_battus,0,four,model
1,6,18,model_battus,0,four,model
1,6,19,model_battus,0,four,model
1,6,20,model_battus,0,four,model
1,6,21,model_battus,0,four,model
1,6,22,model_battus,0,four,model
1,6,23,model_battus,0,four,model
1,6,24,model_battus,0,four,model
1,6,25,model_battus,0,four,model
1,6,1,model_junonia,0,four,model
1,6,2,model_junonia,0,four,model
1,6,3,model_junonia,0,four,model
1,6,4,model_junonia,0,four,model
1,6,5,model_junonia,0,four,model
1,6,6,model_junonia,0,four,model
1,6,7,model_junonia,0,four,model
1,6,8,model_junonia,0,four,model
1,6,9,model_junonia,0,four,model
1,6,10,model_junonia,0,four,model
1,6,11,model_junonia,0,four,model
1,6,12,model_junonia,0,four,model
1,6,13,model_junonia,0,four,model
1,6,14,model_junonia,0,four,model
1,6,15,model_junonia,0,four,model
1,6,16,model_junonia,0,four,model
1,6,17,model_junonia,0,four,model
1,6,18,model_junonia,0,four,model
1,6,19,model_junonia,0,four,model
1,6,20,model_junonia,0,four,model
1,6,21,model_junonia,0,four,model
1,6,22,model_junonia,0,four,model
1,6,23,model_junonia,0,four,model
1,6,24,model_junonia,0,four,model
1,6,25,model_junonia,0,four,model
1,7,1,model_battus,0,four,model
1,7,2,model_battus,0,four,model
1,7,3,model_battus,0,four,model
1,7,4,model_battus,0,four,model
1,7,5,model_battus,0,four,model
1,7,6,model_battus,0,four,model
1,7,7,model_battus,0,four,model
1,7,8,model_battus,0,four,model
1,7,9,model_battus,0,four,model
1,7,10,model_battus,0,four,model
1,7,11,model_battus,0,four,model
1,7,12,model_battus,0,four,model
1,7,13,model_battus,0,four,model
1,7,14,model_battus,0,four,model
1,7,15,model_battus,0,four,model
1,7,16,model_battus,0,four,model
1,7,17,model_battus,0,four,model
1,7,18,model_battus,0,four,model
1,7,19,model_battus,0,four,model
1,7,20,model_battus,0,four,model
1,7,21,model_battus,0,four,model
1,7,22,model_battus,0,four,model
1,7,23,model_battus,0,four,model
1,7,24,model_battus,0,four,model
1,7,25,model_battus,0,four,model
1,7,1,model_junonia,1,four,model
1,7,2,model_junonia,0,four,model
1,7,3,model_junonia,0,four,model
1,7,4,model_junonia,0,four,model
1,7,5,model_junonia,0,four,model
1,7,6,model_junonia,0,four,model
1,7,7,model_junonia,0,four,model
1,7,8,model_junonia,0,four,model
1,7,9,model_junonia,0,four,model
1,7,10,model_junonia,0,four,model
1,7,11,model_junonia,0,four,model
1,7,12,model_junonia,0,four,model
1,7,13,model_junonia,0,four,model
1,7,14,model_junonia,0,four,model
1,7,15,model_junonia,0,four,model
1,7,16,model_junonia,0,four,model
1,7,17,model_junonia,0,four,model
1,7,18,model_junonia,0,four,model
1,7,19,model_junonia,0,four,model
1,7,20,model_junonia,0,four,model
1,7,21,model_junonia,0,four,model
1,7,22,model_junonia,0,four,model
1,7,23,model_junonia,0,four,model
1,7,24,model_junonia,0,four,model
1,7,25,model_junonia,0,four,model
1,8,1,model_battus,1,four,model
1,8,2,model_battus,0,four,model
1,8,3,model_battus,0,four,model
1,8,4,model_battus,0,four,model
1,8,5,model_battus,0,four,model
1,8,6,model_battus,0,four,model
1,8,7,model_battus,0,four,model
1,8,8,model_battus,0,four,model
1,8,9,model_battus,0,four,model
1,8,10,model_battus,0,four,model
1,8,11,model_battus,0,four,model
1,8,12,model_battus,0,four,model
1,8,13,model_battus,0,four,model
1,8,14,model_battus,0,four,model
1,8,15,model_battus,0,four,model
1,8,16,model_battus,0,four,model
1,8,17,model_battus,0,four,model
1,8,18,model_battus,0,four,model
1,8,19,model_battus,0,four,model
1,8,20,model_battus,0,four,model
1,8,21,model_battus,0,four,model
1,8,22,model_battus,0,four,model
1,8,23,model_battus,0,four,model
1,8,24,model_battus,0,four,model
1,8,25,model_battus,0,four,model
1,8,1,model_junonia,0,four,model
1,8,2,model_junonia,0,four,model
1,8,3,model_junonia,0,four,model
1,8,4,model_junonia,0,four,model
1,8,5,model_junonia,0,four,model
1,8,6,model_junonia,0,four,model
1,8,7,model_junonia,0,four,model
1,8,8,model_junonia,0,four,model
1,8,9,model_junonia,0,four,model
1,8,10,model_junonia,0,four,model
1,8,11,model_junonia,0,four,model
1,8,12,model_junonia,0,four,model
1,8,13,model_junonia,0,four,model
1,8,14,model_junonia,0,four,model
1,8,15,model_junonia,0,four,model
1,8,16,model_junonia,0,four,model
1,8,17,model_junonia,0,four,model
1,8,18,model_junonia,0,four,model
1,8,19,model_junonia,0,four,model
1,8,20,model_junonia,0,four,model
1,8,21,model_junonia,0,four,model
1,8,22,model_junonia,0,four,model
1,8,23,model_junonia,0,four,model
1,8,24,model_junonia,0,four,model
1,8,25,model_junonia,0,four,model
1,9,1,model_battus,1,four,model
1,9,2,model_battus,0,four,model
1,9,3,model_battus,0,four,model
1,9,4,model_battus,0,four,model
1,9,5,model_battus,0,four,model
1,9,6,model_battus,0,four,model
1,9,7,model_battus,0,four,model
1,9,8,model_battus,0,four,model
1,9,9,model_battus,0,four,model
1,9,10,model_battus,0,four,model
1,9,11,model_battus,0,four,model
1,9,12,model_battus,0,four,model
1,9,13,model_battus,0,four,model
1,9,14,model_battus,0,four,model
1,9,15,model_battus,0,four,model
1,9,16,model_battus,0,four,model
1,9,17,model_battus,0,four,model
1,9,18,model_battus,0,four,model
1,9,19,model_battus,0,four,model
1,9,20,model_battus,0,four,model
1,9,21,model_battus,0,four,model
1,9,22,model_battus,0,four,model
1,9,23,model_battus,0,four,model
1,9,24,model_battus,0,four,model
1,9,25,model_battus,0,four,model
1,9,1,model_junonia,1,four,model
1,9,2,model_junonia,1,four,model
1,9,3,model_junonia,1,four,model
1,9,4,model_junonia,0,four,model
1,9,5,model_junonia,0,four,model
1,9,6,model_junonia,0,four,model
1,9,7,model_junonia,0,four,model
1,9,8,model_junonia,0,four,model
1,9,9,model_junonia,0,four,model
1,9,10,model_junonia,0,four,model
1,9,11,model_junonia,0,four,model
1,9,12,model_junonia,0,four,model
1,9,13,model_junonia,0,four,model
1,9,14,model_junonia,0,four,model
1,9,15,model_junonia,0,four,model
1,9,16,model_junonia,0,four,model
1,9,17,model_junonia,0,four,model
1,9,18,model_junonia,0,four,model
1,9,19,model_junonia,0,four,model
1,9,20,model_junonia,0,four,model
1,9,21,model_junonia,0,four,model
1,9,22,model_junonia,0,four,model
1,9,23,model_junonia,0,four,model
1,9,24,model_junonia,0,four,model
1,9,25,model_junonia,0,four,model
1,10,1,model_battus,0,four,model
1,10,2,model_battus,0,four,model
1,10,3,model_battus,0,four,model
1,10,4,model_battus,0,four,model
1,10,5,model_battus,0,four,model
1,10,6,model_battus,0,four,model
1,10,7,model_battus,0,four,model
1,10,8,model_battus,0,four,model
1,10,9,model_battus,0,four,model
1,10,10,model_battus,0,four,model
1,10,11,model_battus,0,four,model
1,10,12,model_battus,0,four,model
1,10,13,model_battus,0,four,model
1,10,14,model_battus,0,four,model
1,10,15,model_battus,0,four,model
1,10,16,model_battus,0,four,model
1,10,17,model_battus,0,four,model
1,10,18,model_battus,0,four,model
1,10,19,model_battus,0,four,model
1,10,20,model_battus,0,four,model
1,10,21,model_battus,0,four,model
1,10,22,model_battus,0,four,model
1,10,23,model_battus,0,four,model
1,10,24,model_battus,0,four,model
1,10,25,model_battus,0,four,model
1,10,1,model_junonia,0,four,model
1,10,2,model_junonia,0,four,model
1,10,3,model_junonia,0,four,model
1,10,4,model_junonia,0,four,model
1,10,5,model_junonia,0,four,model
1,10,6,model_junonia,0,four,model
1,10,7,model_junonia,0,four,model
1,10,8,model_junonia,0,four,model
1,10,9,model_junonia,0,four,model
1,10,10,model_junonia,0,four,model
1,10,11,model_junonia,0,four,model
1,10,12,model_junonia,0,four,model
1,10,13,model_junonia,0,four,model
1,10,14,model_junonia,0,four,model
1,10,15,model_junonia,0,four,model
1,10,16,model_junonia,0,four,model
1,10,17,model_junonia,0,four,model
1,10,18,model_junonia,0,four,model
1,10,19,model_junonia,0,four,model
1,10,20,model_junonia,0,four,model
1,10,21,model_junonia,0,four,model
1,10,22,model_junonia,0,four,model
1,10,23,model_junonia,0,four,model
1,10,24,model_junonia,0,four,model
1,10,25,model_junonia,0,four,model
1,11,1,model_battus,0,four,model
1,11,2,model_battus,0,four,model
1,11,3,model_battus,0,four,model
1,11,4,model_battus,0,four,model
1,11,5,model_battus,0,four,model
1,11,6,model_battus,0,four,model
1,11,7,model_battus,0,four,model
1,11,8,model_battus,0,four,model
1,11,9,model_battus,0,four,model
1,11,10,model_battus,0,four,model
1,11,11,model_battus,0,four,model
1,11,12,model_battus,0,four,model
1,11,13,model_battus,0,four,model
1,11,14,model_battus,0,four,model
1,11,15,model_battus,0,four,model
1,11,16,model_battus,0,four,model
1,11,17,model_battus,0,four,model
1,11,18,model_battus,0,four,model
1,11,19,model_battus,0,four,model
1,11,20,model_battus,0,four,model
1,11,21,model_battus,0,four,model
1,11,22,model_battus,0,four,model
1,11,23,model_battus,0,four,model
1,11,24,model_battus,0,four,model
1,11,25,model_battus,0,four,model
1,11,1,model_junonia,0,four,model
1,11,2,model_junonia,0,four,model
1,11,3,model_junonia,0,four,model
1,11,4,model_junonia,0,four,model
1,11,5,model_junonia,0,four,model
1,11,6,model_junonia,0,four,model
1,11,7,model_junonia,0,four,model
1,11,8,model_junonia,0,four,model
1,11,9,model_junonia,0,four,model
1,11,10,model_junonia,0,four,model
1,11,11,model_junonia,0,four,model
1,11,12,model_junonia,0,four,model
1,11,13,model_junonia,0,four,model
1,11,14,model_junonia,0,four,model
1,11,15,model_junonia,0,four,model
1,11,16,model_junonia,0,four,model
1,11,17,model_junonia,0,four,model
1,11,18,model_junonia,0,four,model
1,11,19,model_junonia,0,four,model
1,11,20,model_junonia,0,four,model
1,11,21,model_junonia,0,four,model
1,11,22,model_junonia,0,four,model
1,11,23,model_junonia,0,four,model
1,11,24,model_junonia,0,four,model
1,11,25,model_junonia,0,four,model
1,12,1,model_battus,0,four,model
1,12,2,model_battus,0,four,model
1,12,3,model_battus,0,four,model
1,12,4,model_battus,0,four,model
1,12,5,model_battus,0,four,model
1,12,6,model_battus,0,four,model
1,12,7,model_battus,0,four,model
1,12,8,model_battus,0,four,model
1,12,9,model_battus,0,four,model
1,12,10,model_battus,0,four,model
1,12,11,model_battus,0,four,model
1,12,12,model_battus,0,four,model
1,12,13,model_battus,0,four,model
1,12,14,model_battus,0,four,model
1,12,15,model_battus,0,four,model
1,12,16,model_battus,0,four,model
1,12,17,model_battus,0,four,model
1,12,18,model_battus,0,four,model
1,12,19,model_battus,0,four,model
1,12,20,model_battus,0,four,model
1,12,21,model_battus,0,four,model
1,12,22,model_battus,0,four,model
1,12,23,model_battus,0,four,model
1,12,24,model_battus,0,four,model
1,12,25,model_battus,0,four,model
1,12,1,model_junonia,0,four,model
1,12,2,model_junonia,0,four,model
1,12,3,model_junonia,0,four,model
1,12,4,model_junonia,0,four,model
1,12,5,model_junonia,0,four,model
1,12,6,model_junonia,0,four,model
1,12,7,model_junonia,0,four,model
1,12,8,model_junonia,0,four,model
1,12,9,model_junonia,0,four,model
1,12,10,model_junonia,0,four,model
1,12,11,model_junonia,0,four,model
1,12,12,model_junonia,0,four,model
1,12,13,model_junonia,0,four,model
1,12,14,model_junonia,0,four,model
1,12,15,model_junonia,0,four,model
1,12,16,model_junonia,0,four,model
1,12,17,model_junonia,0,four,model
1,12,18,model_junonia,0,four,model
1,12,19,model_junonia,0,four,model
1,12,20,model_junonia,0,four,model
1,12,21,model_junonia,0,four,model
1,12,22,model_junonia,0,four,model
1,12,23,model_junonia,0,four,model
1,12,24,model_junonia,0,four,model
1,12,25,model_junonia,0,four,model
1,13,1,model_battus,1,four,model
1,13,2,model_battus,0,four,model
1,13,3,model_battus,0,four,model
1,13,4,model_battus,0,four,model
1,13,5,model_battus,0,four,model
1,13,6,model_battus,0,four,model
1,13,7,model_battus,0,four,model
1,13,8,model_battus,0,four,model
1,13,9,model_battus,0,four,model
1,13,10,model_battus,0,four,model
1,13,11,model_battus,0,four,model
1,13,12,model_battus,0,four,model
1,13,13,model_battus,0,four,model
1,13,14,model_battus,0,four,model
1,13,15,model_battus,0,four,model
1,13,16,model_battus,0,four,model
1,13,17,model_battus,0,four,model
1,13,18,model_battus,0,four,model
1,13,19,model_battus,0,four,model
1,13,20,model_battus,0,four,model
1,13,21,model_battus,0,four,model
1,13,22,model_battus,0,four,model
1,13,23,model_battus,0,four,model
1,13,24,model_battus,0,four,model
1,13,25,model_battus,0,four,model
1,13,1,model_junonia,0,four,model
1,13,2,model_junonia,0,four,model
1,13,3,model_junonia,0,four,model
1,13,4,model_junonia,0,four,model
1,13,5,model_junonia,0,four,model
1,13,6,model_junonia,0,four,model
1,13,7,model_junonia,0,four,model
1,13,8,model_junonia,0,four,model
1,13,9,model_junonia,0,four,model
1,13,10,model_junonia,0,four,model
1,13,11,model_junonia,0,four,model
1,13,12,model_junonia,0,four,model
1,13,13,model_junonia,0,four,model
1,13,14,model_junonia,0,four,model
1,13,15,model_junonia,0,four,model
1,13,16,model_junonia,0,four,model
1,13,17,model_junonia,0,four,model
1,13,18,model_junonia,0,four,model
1,13,19,model_junonia,0,four,model
1,13,20,model_junonia,0,four,model
1,13,21,model_junonia,0,four,model
1,13,22,model_junonia,0,four,model
1,13,23,model_junonia,0,four,model
1,13,24,model_junonia,0,four,model
1,13,25,model_junonia,0,four,model
1,14,1,model_battus,0,four,model
1,14,2,model_battus,0,four,model
1,14,3,model_battus,0,four,model
1,14,4,model_battus,0,four,model
1,14,5,model_battus,0,four,model
1,14,6,model_battus,0,four,model
1,14,7,model_battus,0,four,model
1,14,8,model_battus,0,four,model
1,14,9,model_battus,0,four,model
1,14,10,model_battus,0,four,model
1,14,11,model_battus,0,four,model
1,14,12,model_battus,0,four,model
1,14,13,model_battus,0,four,model
1,14,14,model_battus,0,four,model
1,14,15,model_battus,0,four,model
1,14,16,model_battus,0,four,model
1,14,17,model_battus,0,four,model
1,14,18,model_battus,0,four,model
1,14,19,model_battus,0,four,model
1,14,20,model_battus,0,four,model
1,14,21,model_battus,0,four,model
1,14,22,model_battus,0,four,model
1,14,23,model_battus,0,four,model
1,14,24,model_battus,0,four,model
1,14,25,model_battus,0,four,model
1,14,1,model_junonia,1,four,model
1,14,2,model_junonia,0,four,model
1,14,3,model_junonia,0,four,model
1,14,4,model_junonia,0,four,model
1,14,5,model_junonia,0,four,model
1,14,6,model_junonia,0,four,model
1,14,7,model_junonia,0,four,model
1,14,8,model_junonia,0,four,model
1,14,9,model_junonia,0,four,model
1,14,10,model_junonia,0,four,model
1,14,11,model_junonia,0,four,model
1,14,12,model_junonia,0,four,model
1,14,13,model_junonia,0,four,model
1,14,14,model_junonia,0,four,model
1,14,15,model_junonia,0,four,model
1,14,16,model_junonia,0,four,model
1,14,17,model_junonia,0,four,model
1,14,18,model_junonia,0,four,model
1,14,19,model_junonia,0,four,model
1,14,20,model_junonia,0,four,model
1,14,21,model_junonia,0,four,model
1,14,22,model_junonia,0,four,model
1,14,23,model_junonia,0,four,model
1,14,24,model_junonia,0,four,model
1,14,25,model_junonia,0,four,model
1,15,1,model_battus,1,four,model
1,15,2,model_battus,0,four,model
1,15,3,model_battus,0,four,model
1,15,4,model_battus,0,four,model
1,15,5,model_battus,0,four,model
1,15,6,model_battus,0,four,model
1,15,7,model_battus,0,four,model
1,15,8,model_battus,0,four,model
1,15,9,model_battus,0,four,model
1,15,10,model_battus,0,four,model
1,15,11,model_battus,0,four,model
1,15,12,model_battus,0,four,model
1,15,13,model_battus,0,four,model
1,15,14,model_battus,0,four,model
1,15,15,model_battus,0,four,model
1,15,16,model_battus,0,four,model
1,15,17,model_battus,0,four,model
1,15,18,model_battus,0,four,model
1,15,19,model_battus,0,four,model
1,15,20,model_battus,0,four,model
1,15,21,model_battus,0,four,model
1,15,22,model_battus,0,four,model
1,15,23,model_battus,0,four,model
1,15,24,model_battus,0,four,model
1,15,25,model_battus,0,four,model
1,15,1,model_junonia,1,four,model
1,15,2,model_junonia,0,four,model
1,15,3,model_junonia,0,four,model
1,15,4,model_junonia,0,four,model
1,15,5,model_junonia,0,four,model
1,15,6,model_junonia,0,four,model
1,15,7,model_junonia,0,four,model
1,15,8,model_junonia,0,four,model
1,15,9,model_junonia,0,four,model
1,15,10,model_junonia,0,four,model
1,15,11,model_junonia,0,four,model
1,15,12,model_junonia,0,four,model
1,15,13,model_junonia,0,four,model
1,15,14,model_junonia,0,four,model
1,15,15,model_junonia,0,four,model
1,15,16,model_junonia,0,four,model
1,15,17,model_junonia,0,four,model
1,15,18,model_junonia,0,four,model
1,15,19,model_junonia,0,four,model
1,15,20,model_junonia,0,four,model
1,15,21,model_junonia,0,four,model
1,15,22,model_junonia,0,four,model
1,15,23,model_junonia,0,four,model
1,15,24,model_junonia,0,four,model
1,15,25,model_junonia,0,four,model
1,16,1,model_battus,0,four,model
1,16,2,model_battus,0,four,model
1,16,3,model_battus,0,four,model
1,16,4,model_battus,0,four,model
1,16,5,model_battus,0,four,model
1,16,6,model_battus,0,four,model
1,16,7,model_battus,0,four,model
1,16,8,model_battus,0,four,model
1,16,9,model_battus,0,four,model
1,16,10,model_battus,0,four,model
1,16,11,model_battus,0,four,model
1,16,12,model_battus,0,four,model
1,16,13,model_battus,0,four,model
1,16,14,model_battus,0,four,model
1,16,15,model_battus,0,four,model
1,16,16,model_battus,0,four,model
1,16,17,model_battus,0,four,model
1,16,18,model_battus,0,four,model
1,16,19,model_battus,0,four,model
1,16,20,model_battus,0,four,model
1,16,21,model_battus,0,four,model
1,16,22,model_battus,0,four,model
1,16,23,model_battus,0,four,model
1,16,24,model_battus,0,four,model
1,16,25,model_battus,0,four,model
1,16,1,model_junonia,1,four,model
1,16,2,model_junonia,0,four,model
1,16,3,model_junonia,0,four,model
1,16,4,model_junonia,0,four,model
1,16,5,model_junonia,0,four,model
1,16,6,model_junonia,0,four,model
1,16,7,model_junonia,0,four,model
1,16,8,model_junonia,0,four,model
1,16,9,model_junonia,0,four,model
1,16,10,model_junonia,0,four,model
1,16,11,model_junonia,0,four,model
1,16,12,model_junonia,0,four,model
1,16,13,model_junonia,0,four,model
1,16,14,model_junonia,0,four,model
1,16,15,model_junonia,0,four,model
1,16,16,model_junonia,0,four,model
1,16,17,model_junonia,0,four,model
1,16,18,model_junonia,0,four,model
1,16,19,model_junonia,0,four,model
1,16,20,model_junonia,0,four,model
1,16,21,model_junonia,0,four,model
1,16,22,model_junonia,0,four,model
1,16,23,model_junonia,0,four,model
