PHASE,TRANSECT,DAY,SITE,SPECIES,ATTACKS,STATUS
learning,3,2,20,battus,0,no
learning,3,2,1,junonia,0,no
learning,3,2,2,junonia,0,no
learning,3,2,3,junonia,1,yes
learning,3,2,4,junonia,0,no
learning,3,2,5,junonia,0,no
learning,3,2,6,junonia,0,no
learning,3,2,7,junonia,1,yes
learning,3,2,8,junonia,0,no
learning,3,2,9,junonia,0,no
learning,3,2,10,junonia,0,no
learning,3,2,11,junonia,1,yes
learning,3,2,12,junonia,0,no
learning,3,2,13,junonia,0,no
learning,3,2,14,junonia,0,no
learning,3,2,15,junonia,0,no
learning,3,2,16,junonia,0,no
learning,3,2,17,junonia,0,no
learning,3,2,18,junonia,0,no
learning,3,2,19,junonia,0,no
learning,3,2,20,junonia,0,no
learning,3,3,1,battus,0,no
learning,3,3,2,battus,1,yes
learning,3,3,3,battus,0,no
learning,3,3,4,battus,0,no
learning,3,3,5,battus,0,no
learning,3,3,6,battus,0,no
learning,3,3,7,battus,0,no
learning,3,3,8,battus,0,no
learning,3,3,9,battus,1,maybe
learning,3,3,10,battus,0,no
learning,3,3,11,battus,0,no
learning,3,3,12,battus,0,no
learning,3,3,13,battus,0,no
learning,3,3,14,battus,0,no
learning,3,3,15,battus,0,no
learning,3,3,16,battus,0,no
learning,3,3,17,battus,0,no
learning,3,3,18,battus,0,no
learning,3,3,19,battus,0,no
learning,3,3,20,battus,0,no
learning,3,3,1,junonia,0,no
learning,3,3,2,junonia,0,no
learning,3,3,3,junonia,0,no
learning,3,3,4,junonia,0,no
learning,3,3,5,junonia,1,maybe
learning,3,3,6,junonia,0,no
learning,3,3,7,junonia,1,yes
learning,3,3,8,junonia,0,no
learning,3,3,9,junonia,0,no
learning,3,3,10,junonia,0,no
learning,3,3,11,junonia,0,no
learning,3,3,12,junonia,1,maybe
learning,3,3,13,junonia,1,maybe
learning,3,3,14,junonia,0,no
learning,3,3,15,junonia,0,no
learning,3,3,16,junonia,0,no
learning,3,3,17,junonia,1,yes
learning,3,3,18,junonia,1,yes
learning,3,3,19,junonia,0,no
learning,3,3,20,junonia,0,no
learning,3,4,1,battus,0,no
learning,3,4,2,battus,0,no
learning,3,4,3,battus,0,no
learning,3,4,4,battus,0,no
learning,3,4,5,battus,0,no
learning,3,4,6,battus,0,no
learning,3,4,7,battus,0,no
learning,3,4,8,battus,0,no
learning,3,4,9,battus,0,no
learning,3,4,10,battus,0,no
learning,3,4,11,battus,0,no
learning,3,4,12,battus,0,no
learning,3,4,13,battus,0,no
learning,3,4,14,battus,0,no
learning,3,4,15,battus,0,no
learning,3,4,16,battus,0,no
learning,3,4,17,battus,0,no
learning,3,4,18,battus,0,no
learning,3,4,19,battus,0,no
learning,3,4,20,battus,0,no
learning,3,4,1,junonia,0,no
learning,3,4,2,junonia,1,maybe
learning,3,4,3,junonia,0,no
learning,3,4,4,junonia,1,yes
learning,3,4,4,junonia,1,maybe
learning,3,4,5,junonia,0,no
learning,3,4,6,junonia,1,yes
learning,3,4,7,junonia,0,no
learning,3,4,8,junonia,0,no
learning,3,4,9,junonia,0,no
learning,3,4,10,junonia,0,no
learning,3,4,11,junonia,0,no
learning,3,4,12,junonia,0,no
learning,3,4,13,junonia,0,no
learning,3,4,14,junonia,0,no
learning,3,4,15,junonia,0,no
learning,3,4,16,junonia,0,no
learning,3,4,17,junonia,0,no
learning,3,4,18,junonia,0,no
learning,3,4,19,junonia,0,no
learning,3,4,20,junonia,0,no
